"Location","Price","m2","p/m2","Date","Text","hl"
"Gdańsk",499000,38.6,12927.461139896373," 29 kwietnia 2025","Bitwy Oliwskiej | 2 pokoje | Zaciszna okolica","https://www.otodom.pl/pl/oferta/bitwy-oliwskiej-2-pokoje-zaciszna-okolica-ID4v9OF.html"
"Gdańsk, Pieck",789000,61.0,12934.426229508197,"Migowo - Odświeżono dnia 28 kwietnia 2025","Wykończone mieszkanie na Morenie przy LESIE","https://www.olx.pl/d/oferta/wykonczone-mieszkanie-na-morenie-przy-lesie-CID3-ID15wVsb.html"
"Gdańsk, Jasień",680000,52.5,12952.380952380952," 26 kwietnia 2025","2 piętro | wysoki standard | odświeżone","https://www.otodom.pl/pl/oferta/2-pietro-wysoki-standard-odswiezone-ID4wXMp.html"
"Gdańsk, Pieck",649000,50.1,12954.091816367265,"Migowo - 25 kwietnia 2025","Super lokalizacja, siłownia i sauna na miejscu! 50m2 - 2 pokoje","https://www.otodom.pl/pl/oferta/super-lokalizacja-silownia-i-sauna-na-miejscu-50m2-2-pokoje-ID4v74s.html"
"Gdańsk, Wrzeszcz",695000,53.64,12956.74869500373," 07 kwietnia 2025","Piękne mieszkanie w świetnej lokalizacji!","https://www.otodom.pl/pl/oferta/piekne-mieszkanie-w-swietnej-lokalizacji-ID4qxvI.html"
"Gdańsk, Aniołki",480000,37.0,12972.972972972973," 15 kwietnia 2025","2 pokoje na Aniołkach / Gumed, Politechnika","https://www.otodom.pl/pl/oferta/2-pokoje-na-aniolkach-gumed-politechnika-ID4wVaL.html"
"Gdańsk",493000,38.0,12973.684210526315," 22 kwietnia 2025","2 pokoje, 38m2, piwnica, blisko SKM i plaży","https://www.otodom.pl/pl/oferta/2-pokoje-38m2-piwnica-blisko-skm-i-plazy-ID4tImj.html"
"Gdańsk, Jasień",519000,40.0,12975.0," 05 kwietnia 2025","2 Pokoje | Ogródek | Fotoplastykon","https://www.otodom.pl/pl/oferta/2-pokoje-ogrodek-fotoplastykon-ID4wCYv.html"
"Gdańsk, Wrzeszcz",519000,40.0,12975.0," Odświeżono dnia 30 kwietnia 2025","Mieszkanie CENTRUM Wrzeszcza 40m2 balkon jasne okazja bezpośrednio","https://www.olx.pl/d/oferta/mieszkanie-centrum-wrzeszcza-40m2-balkon-jasne-okazja-bezposrednio-CID3-ID15xuq7.html"
"Gdańsk, Siedlce",649000,50.0,12980.0," 22 kwietnia 2025","Idealne pierwsze M lub inwestycja! Blisko tramwaj","https://www.otodom.pl/pl/oferta/idealne-pierwsze-m-lub-inwestycja-blisko-tramwaj-ID4wUfB.html"
"Gdańsk",829000,63.8,12993.730407523512," 03 marca 2025","Nowość na sprzedaż OKAZJA","https://www.otodom.pl/pl/oferta/nowosc-na-sprzedaz-okazja-ID4wcTC.html"
"Gdańsk, Brętowo",650000,50.0,13000.0," Odświeżono dnia 30 kwietnia 2025","Dwupokojowe mieszkanie po remoncie z widokiem","https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-po-remoncie-z-widokiem-ID4v1dG.html"
"Gdańsk",585000,45.0,13000.0," 04 kwietnia 2025","2 Pokoje 45m2/ PRZYMORZE/ 2 Piętro/Blisko plaży","https://www.otodom.pl/pl/oferta/2-pokoje-45m2-przymorze-2-pietro-blisko-plazy-ID4wNvX.html"
"Gdańsk",599000,46.0,13021.739130434782," 11 kwietnia 2025","Spółdzielcze własnościowe mieszkanie na sprzedaż","https://www.otodom.pl/pl/oferta/spoldzielcze-wlasnosciowe-mieszkanie-na-sprzedaz-ID4wT7Z.html"
"Gdańsk",599000,46.0,13021.739130434782," 20 kwietnia 2025","Dwa pokoje obok Parku Reagana","https://www.otodom.pl/pl/oferta/dwa-pokoje-obok-parku-reagana-ID4v2yC.html"
"Gdańsk, Jasień",785000,60.28,13022.561380225614," 27 marca 2025","Mieszkanie dla rodziny wysokim standardzie","https://www.otodom.pl/pl/oferta/mieszkanie-dla-rodziny-wysokim-standardzie-ID4tyRc.html"
"Gdańsk, Suchanino",829000,63.56,13042.79421019509," Dzisiaj o 08:14","4-Pokojowe Po Kapitalnym Remoncie","https://www.otodom.pl/pl/oferta/4-pokojowe-po-kapitalnym-remoncie-ID4wB6i.html"
"Gdańsk, Pieck",680000,52.0,13076.923076923076,"Migowo - 04 kwietnia 2025","Osiedle Na Granicy Moreny Oraz Wrzeszcza","https://www.otodom.pl/pl/oferta/osiedle-na-granicy-moreny-oraz-wrzeszcza-ID4rQus.html"
"Gdańsk",790909,60.37,13101.027000165646," 16 kwietnia 2025","3-pokojowe mieszkanie 60m2 + balkon","https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-60m2-balkon-ID4ulw2.html"
"Gdańsk",454000,34.6,13121.387283236994," 08 marca 2025","Kawalerka 34,6 mkw Gdańsk Chełm tylko bezpośrednio","https://www.otodom.pl/pl/oferta/kawalerka-34-6-mkw-gdansk-chelm-tylko-bezposrednio-ID4wjss.html"
"Gdańsk, Brętowo",815000,62.1,13123.993558776167," 18 marca 2025","Sprzedam mieszkanie przy lesie na Niedźwiedniku","https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-przy-lesie-na-niedzwiedniku-ID4wtBt.html"
"Gdańsk, Jasień",720000,54.79,13141.084139441504," 12 kwietnia 2025","Przestronne | gotowe do wprowadzenia | Robyg","https://www.otodom.pl/pl/oferta/przestronne-gotowe-do-wprowadzenia-robyg-ID4wSSW.html"
"Gdańsk",585000,44.5,13146.067415730337," 02 kwietnia 2025","Mieszkanie dwupokojowe z garderobą","https://www.otodom.pl/pl/oferta/mieszkanie-dwupokojowe-z-garderoba-ID4weeN.html"
"Gdańsk, Siedlce",540000,41.07,13148.283418553689," 04 kwietnia 2025","Przestronne studio | Osobna kuchnia | Siedlce","https://www.otodom.pl/pl/oferta/przestronne-studio-osobna-kuchnia-siedlce-ID4wJ9Y.html"
"Gdańsk, Jasień",690000,52.47,13150.37164093768," 21 kwietnia 2025","Mieszkanie 3 pokojowe Jasień ul. Lawendowe Wzgórze","https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-jasien-ul-lawendowe-wzgorze-ID4v30v.html"
"Gdańsk, Jasień",899000,68.36,13150.965476887068," 14 kwietnia 2025","Duży taras | Blisko pętli tramwajowej | Słoneczne","https://www.otodom.pl/pl/oferta/duzy-taras-blisko-petli-tramwajowej-sloneczne-ID4wX1y.html"
"Gdańsk, Wrzeszcz",750000,57.0,13157.894736842105," 08 kwietnia 2025","2 pokoje | 57 m2 | Wrzeszcz","https://www.otodom.pl/pl/oferta/2-pokoje-57-m2-wrzeszcz-ID4wQHx.html"
"Gdańsk, Jasień",479000,36.38,13166.575041231445," 24 kwietnia 2025","Nowa Pólnica M.06 - komfortowe mieszkania Gdańsk","https://www.otodom.pl/pl/oferta/nowa-polnica-m-06-komfortowe-mieszkania-gdansk-ID4uers.html"
"Gdańsk, Wrzeszcz",790000,60.0,13166.666666666666," Odświeżono dnia 29 kwietnia 2025","Mieszkanie na Wrzeszczu","https://www.olx.pl/d/oferta/mieszkanie-na-wrzeszczu-CID3-ID15AFzt.html"
"Gdańsk",659000,50.0,13180.0," 06 marca 2025","Przestronne 2 lub 3 -pokojowe w Gdańsku Przymorzu- rezerwacja do 12.05","https://www.otodom.pl/pl/oferta/przestronne-2-lub-3-pokojowe-w-gdansku-przymorzu-rezerwacja-do-12-05-ID4whBw.html"
"Gdańsk",659000,50.0,13180.0," Odświeżono dnia 30 kwietnia 2025","Słoneczny balkon*Dwustronne*Po remoncie*Winda+3pok","https://www.otodom.pl/pl/oferta/sloneczny-balkondwustronnepo-remonciewinda-3pok-ID4wqnz.html"
"Gdańsk, Chełm z dzielnicą Gdańsk Południe",818000,62.0,13193.548387096775," Odświeżono dnia 28 kwietnia 2025","Bez prowizji, z dobrą energią, od zaraz, spółdzielcze własnościowe","https://www.olx.pl/d/oferta/bez-prowizji-z-dobra-energia-od-zaraz-spoldzielcze-wlasnosciowe-CID3-ID15gKuD.html"
"Gdańsk",798000,60.4,13211.920529801324," 08 kwietnia 2025","Słoneczne NOWE z dużym balkonem KLIMA ZABUDOWA","https://www.otodom.pl/pl/oferta/sloneczne-nowe-z-duzym-balkonem-klima-zabudowa-ID4wRmV.html"
"Gdańsk, Ujeścisko",1059000,80.0,13237.5," Łostowice - Odświeżono dnia 30 kwietnia 2025","Przy lesie, słoneczne, miejsce post. komórka bezpośrednio, idealne","https://www.olx.pl/d/oferta/przy-lesie-sloneczne-miejsce-post-komorka-bezposrednio-idealne-CID3-ID15qTFi.html"
"Gdańsk, Jasień",710000,53.6,13246.268656716418," 30 kwietnia 2025","3pokoje | parking+komórka+ogród | 6min do tramwaju","https://www.otodom.pl/pl/oferta/3pokoje-parking-komorka-ogrod-6min-do-tramwaju-ID4v9ew.html"
"Gdańsk, Osowa",559000,42.2,13246.445497630331," 30 marca 2025","Gdańsk Osowa Juraty 6a, przy lesie, 42m2, 2 pokoje","https://www.otodom.pl/pl/oferta/gdansk-osowa-juraty-6a-przy-lesie-42m2-2-pokoje-ID4wHpG.html"
"Gdańsk, Jasień",530000,40.0,13250.0," 15 kwietnia 2025","Jasień, 2 pok. po remoncie, duża piwnica w cenie","https://www.otodom.pl/pl/oferta/jasien-2-pok-po-remoncie-duza-piwnica-w-cenie-ID4wFrD.html"
"Gdańsk, Oliwa",729000,55.0,13254.545454545454," 03 kwietnia 2025","Oliwa | 2 Osobne Pokoje | Ogród | Po Remoncie","https://www.otodom.pl/pl/oferta/oliwa-2-osobne-pokoje-ogrod-po-remoncie-ID4wJS2.html"
"Gdańsk",849000,64.0,13265.625," 10 kwietnia 2025","Świetna inwestycja Zaspa ul. Burzyńskiego  5 pokoi","https://www.otodom.pl/pl/oferta/swietna-inwestycja-zaspa-ul-burzynskiego-5-pokoi-ID4sRSt.html"
"Gdańsk, Letnica",999000,75.22,13281.042275990429," 05 kwietnia 2025","letnica | 4 pokoje | blisko morza | miejsce w hali","https://www.otodom.pl/pl/oferta/letnica-4-pokoje-blisko-morza-miejsce-w-hali-ID4tRib.html"
"Gdańsk, Chełm z dzielnicą Gdańsk Południe",750000,56.3,13321.492007104796," 25 kwietnia 2025","Os.Pogodne 3 pokoje balkon piwnica miejsce w hali garażowej","https://www.olx.pl/d/oferta/os-pogodne-3-pokoje-balkon-piwnica-miejsce-w-hali-garazowej-CID3-ID15yTp7.html"
"Gdańsk",660000,49.53,13325.257419745609," Odświeżono dnia 28 kwietnia 2025","3 pokoje wykończone pod klucz, Garaz, ObokPKM","https://www.otodom.pl/pl/oferta/3-pokoje-wykonczone-pod-klucz-garaz-obokpkm-ID4wvdh.html"
"Gdańsk, Aniołki",3500000,262.28,13344.517309745312," 21 kwietnia 2025","Połowa Kamienicy, Obok Gumed","https://www.otodom.pl/pl/oferta/polowa-kamienicy-obok-gumed-ID4uTpb.html"
"Gdańsk, Letnica",721000,54.0,13351.851851851852," 07 kwietnia 2025","Gotowy Apartament 2 pokoje z Tarasem","https://www.otodom.pl/pl/oferta/gotowy-apartament-2-pokoje-z-tarasem-ID4u5A2.html"
"Gdańsk",615000,46.0,13369.565217391304," Dzisiaj o 03:59","Okazja! Przytulne Mieszkanie, 2-pokoje, Przymorze","https://www.otodom.pl/pl/oferta/okazja-przytulne-mieszkanie-2-pokoje-przymorze-ID4tHvY.html"
"Gdańsk, Jasień",579000,43.3,13371.824480369516," 30 marca 2025","Mieszkanie 2-pokojowe 43,3 m2 z ogrodem 65 m2","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-43-3-m2-z-ogrodem-65-m2-ID4wHGN.html"
"Gdańsk, Wrzeszcz",609000,45.52,13378.734622144111," 13 kwietnia 2025","2Pokoje Z Oddzielną Kuchnią Do Wprowadzenia","https://www.otodom.pl/pl/oferta/2pokoje-z-oddzielna-kuchnia-do-wprowadzenia-ID4uwVp.html"
"Gdańsk, Osowa",1900000,142.0,13380.281690140846," 19 kwietnia 2025","Mieszkanie z bilardem + strych + garaż + ogród","https://www.otodom.pl/pl/oferta/mieszkanie-z-bilardem-strych-garaz-ogrod-ID4v2c5.html"
"Gdańsk, Oliwa",1349000,100.76,13388.249305279873," 11 kwietnia 2025","Promocja Inwestycyjne Mieszkanie W Gdańsku Oliwia","https://www.otodom.pl/pl/oferta/promocja-inwestycyjne-mieszkanie-w-gdansku-oliwia-ID4tkup.html"
"Gdańsk, Jasień",565000,42.2,13388.62559241706," Dzisiaj o 12:24","Osiedle Jabłoniowa,Jasień+Ogródek+M.postojowe","https://www.otodom.pl/pl/oferta/osiedle-jabloniowa-jasien-ogrodek-m-postojowe-ID4w9Fc.html"
"Gdańsk, Brętowo",831565,62.1,13390.74074074074," 05 kwietnia 2025","Widok Na Morze | W Otulinie Lasu | Niedźwiednik","https://www.otodom.pl/pl/oferta/widok-na-morze-w-otulinie-lasu-niedzwiednik-ID4wLvz.html"
"Gdańsk",630000,47.0,13404.255319148937," 10 kwietnia 2025","3 pokojowe mieszkanie blisko morza","https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-blisko-morza-ID4wTYS.html"
"Gdańsk",599000,44.67,13409.447056189836," Odświeżono dnia 11 kwietnia 2025","Nowoczesne I Komfortowe I Dwupokojowe mieszkanie","https://www.otodom.pl/pl/oferta/nowoczesne-i-komfortowe-i-dwupokojowe-mieszkanie-ID4wrBn.html"
"Gdańsk, Śródmieście",699000,52.0,13442.307692307691," 12 kwietnia 2025","Przestronne mieszkanie w centrum Gdańska","https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-w-centrum-gdanska-ID4wNIc.html"
"Gdańsk",1089000,81.0,13444.444444444445," 12 kwietnia 2025","Mieszkanie z potencjałem inwestycyjnym,Gdańsk, u","https://www.otodom.pl/pl/oferta/mieszkanie-z-potencjalem-inwestycyjnym-gdansk-u-ID4wUZz.html"
"Gdańsk, Letnica",834000,62.03,13445.107206190552," Odświeżono dnia 06 kwietnia 2025","Ogródek 67m2,Bezpośrednio,3 pokoje, 7 min do plaży","https://www.otodom.pl/pl/oferta/ogrodek-67m2-bezposrednio-3-pokoje-7-min-do-plazy-ID4wmxJ.html"
"Gdańsk",525000,39.0,13461.538461538461," 21 kwietnia 2025","Wykończone mieszkanie 2 pokojowe Gdańsk","https://www.otodom.pl/pl/oferta/wykonczone-mieszkanie-2-pokojowe-gdansk-ID4v2Yp.html"
"Gdańsk",525000,39.0,13461.538461538461," 18 kwietnia 2025","Mieszkanie 2 pokoje gotowe do wprowadzenia Gdańsk","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-gotowe-do-wprowadzenia-gdansk-ID4v1ep.html"
"Gdańsk, Jasień",590000,43.8,13470.319634703197," 20 kwietnia 2025","Mieszkanie na Osiedlu Jabłoniowa","https://www.otodom.pl/pl/oferta/mieszkanie-na-osiedlu-jabloniowa-ID4wftR.html"
"Gdańsk",579900,43.0,13486.046511627907," 23 kwietnia 2025","2-pokojowe mieszkanie przy Parku Reagana | Gdańsk","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-przy-parku-reagana-gdansk-ID4wDog.html"
"Gdańsk, Pieck",1110000,82.29,13488.880787458986,"Migowo - 01 kwietnia 2025","Słoneczne M4 w pobliżu parku krajobrazowego","https://www.otodom.pl/pl/oferta/sloneczne-m4-w-poblizu-parku-krajobrazowego-ID4wJz7.html"
"Gdańsk, Wrzeszcz",715000,53.0,13490.566037735849," 29 kwietnia 2025","Dwustronne słoneczne mieszkanie 2 pokoje | Centrum Wrzeszcza | 53 m²","https://www.olx.pl/d/oferta/dwustronne-sloneczne-mieszkanie-2-pokoje-centrum-wrzeszcza-53-m-CID3-ID15Cq2F.html"
"Gdańsk",513000,38.0,13500.0," 23 kwietnia 2025","2 Pokoje #Przymorze #Spacerem do plaży","https://www.otodom.pl/pl/oferta/2-pokoje-przymorze-spacerem-do-plazy-ID4wKdh.html"
"Gdańsk",513000,38.0,13500.0," 08 kwietnia 2025","Gdańsk Przymorze 2 pokoje z balkonem","https://www.otodom.pl/pl/oferta/gdansk-przymorze-2-pokoje-z-balkonem-ID4wRcp.html"
"Gdańsk, Wzgórze Mickiewicza",649000,48.0,13520.833333333334," Odświeżono dnia 30 kwietnia 2025","Gdańsk Chełm - 2 pokoje po remoncie","https://www.olx.pl/d/oferta/gdansk-chelm-2-pokoje-po-remoncie-CID3-ID15d65R.html"
"Gdańsk, Wrzeszcz",649000,48.0,13520.833333333334," 20 marca 2025","Sprzedam bez pośredników mieszkanie Wrzeszcz Dolny","https://www.otodom.pl/pl/oferta/sprzedam-bez-posrednikow-mieszkanie-wrzeszcz-dolny-ID4wxm9.html"
"Gdańsk, Jasień",690000,51.01,13526.759458929622," 30 kwietnia 2025","3 pokojowe mieszkanie z dużym ogrodem!","https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-z-duzym-ogrodem-ID4vbnn.html"
"Gdańsk, Wrzeszcz",629000,46.5,13526.881720430107," Odświeżono dnia 28 kwietnia 2025","2 pokoje | garderoba | tramwaj | morze","https://www.otodom.pl/pl/oferta/2-pokoje-garderoba-tramwaj-morze-ID4wRCG.html"
"Gdańsk",559000,41.3,13535.108958837773," 13 marca 2025","Jasne i przestronne mieszkanie | niskie opłaty!","https://www.otodom.pl/pl/oferta/jasne-i-przestronne-mieszkanie-niskie-oplaty-ID4qgTT.html"
"Gdańsk",579000,42.63,13581.984517945108," 30 kwietnia 2025","Nowoczesne mieszkanie 2-pokojowe z loggią Gdańsk, ul. Cedrowa 31","https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-2-pokojowe-z-loggia-gdansk-ul-cedrowa-31-ID4vbFE.html"
"Gdańsk, Oliwa",1399999,102.88,13608.077371695179," 26 kwietnia 2025","Duże mieszkanie w doskonałej lokalizacji!","https://www.otodom.pl/pl/oferta/duze-mieszkanie-w-doskonalej-lokalizacji-ID4v7Y8.html"
"Gdańsk",550000,40.32,13640.873015873016," 26 kwietnia 2025","2 pokoje | 2 miejsca w hali garaż. | komórka lok.","https://www.otodom.pl/pl/oferta/2-pokoje-2-miejsca-w-hali-garaz-komorka-lok-ID4tXog.html"
"Gdańsk, Śródmieście",655000,48.0,13645.833333333334," 04 kwietnia 2025","Mieszkanie 2 pokoje + kuchnia - Gdańsk Śródmieście","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-kuchnia-gdansk-srodmiescie-ID4tM8j.html"
"Gdańsk, Brętowo",690000,50.5,13663.366336633664," 05 kwietnia 2025","Balkon | 2 Miejsca Parkingowe | Brętowska Brama","https://www.otodom.pl/pl/oferta/balkon-2-miejsca-parkingowe-bretowska-brama-ID4w73k.html"
"Gdańsk, Jasień",1149000,84.0,13678.57142857143," Odświeżono dnia 30 kwietnia 2025","Wiszące Ogrody | 84 m2 | 4 pok | ogródek | garaż","https://www.otodom.pl/pl/oferta/wiszace-ogrody-84-m2-4-pok-ogrodek-garaz-ID4wRVX.html"
"Gdańsk",520000,38.0,13684.21052631579," 04 kwietnia 2025","Ciche 2 pokoje na Przymorzu - Świetna komunikacja!","https://www.otodom.pl/pl/oferta/ciche-2-pokoje-na-przymorzu-swietna-komunikacja-ID4wMZV.html"
"Gdańsk, Śródmieście",689000,50.3,13697.813121272367," 20 kwietnia 2025","2 pokoje w centrum Gdańska Stare Miasto","https://www.otodom.pl/pl/oferta/2-pokoje-w-centrum-gdanska-stare-miasto-ID4wto7.html"
"Gdańsk",720000,52.5,13714.285714285714," 28 kwietnia 2025","Mieszkanie Przymorze Małe","https://www.otodom.pl/pl/oferta/mieszkanie-przymorze-male-ID4v9E6.html"
"Gdańsk, Olszynka",1895749,138.18,13719.416702851353," 02 kwietnia 2025","5-pokojowe mieszkanie 138m2 + ogródek Bez Prowizji","https://www.otodom.pl/pl/oferta/5-pokojowe-mieszkanie-138m2-ogrodek-bez-prowizji-ID4uiKc.html"
"Gdańsk, Śródmieście",820000,59.74,13726.146635420153," 29 kwietnia 2025","Tanie mieszkanie w centrum Gdańska","https://www.otodom.pl/pl/oferta/tanie-mieszkanie-w-centrum-gdanska-ID4sFFN.html"
"Gdańsk, Olszynka",1637141,119.27,13726.343590173556," 02 kwietnia 2025","5-pokojowe mieszkanie 119m2 + taras","https://www.otodom.pl/pl/oferta/5-pokojowe-mieszkanie-119m2-taras-ID4uiJI.html"
"Gdańsk, Śródmieście",519694,37.85,13730.356671070012," 16 kwietnia 2025","Ostatnie Piętro ‼️ Centrum Gdańsk ✅ restauracje","https://www.otodom.pl/pl/oferta/ostatnie-pietro-centrum-gdansk-restauracje-ID4wVYM.html"
"Gdańsk, Wrzeszcz",769999,56.0,13749.982142857143," 04 kwietnia 2025","BEZPOŚREDNIO Umeblowany z działającym biznesem","https://www.otodom.pl/pl/oferta/bezposrednio-umeblowany-z-dzialajacym-biznesem-ID4sxUy.html"
"Gdańsk",619000,45.0,13755.555555555555," 23 kwietnia 2025","2 Pokoje #Przymorze #Blisko plaży#Brak PCC!","https://www.otodom.pl/pl/oferta/2-pokoje-przymorze-blisko-plazy-brak-pcc-ID4uFkR.html"
"Gdańsk, Wrzeszcz",917114,66.56,13778.756009615385," 01 kwietnia 2025","Wrzeszcz - 3-pok. mieszkanie na GOTOWYM osiedlu!","https://www.otodom.pl/pl/oferta/wrzeszcz-3-pok-mieszkanie-na-gotowym-osiedlu-ID4wJxc.html"
"Gdańsk, Brzeźno",779000,56.5,13787.610619469027," 14 kwietnia 2025","Mieszkanie z potencjałem, piekny widok na Gdańsk,","https://www.otodom.pl/pl/oferta/mieszkanie-z-potencjalem-piekny-widok-na-gdansk-ID4wXOx.html"
"Gdańsk, Osowa",635000,46.0,13804.347826086956," 24 kwietnia 2025","Mieszkanie Gdańsk Osowa -niski czynsz + miejsce w hali + piwnica","https://www.otodom.pl/pl/oferta/mieszkanie-gdansk-osowa-niski-czynsz-miejsce-w-hali-piwnica-ID4v6x5.html"
"Gdańsk, Śródmieście",720000,52.15,13806.327900287632," 23 kwietnia 2025","3 pokojowe mieszkanie w Centrum | garaż | do wprowadzenia","https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-w-centrum-garaz-do-wprowadzenia-ID4wknm.html"
"Gdańsk, Wrzeszcz",730000,52.8,13825.757575757576," 03 kwietnia 2025","Dwupokojowe mieszkanie z osobną kuchnią we Wrzesz.","https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-z-osobna-kuchnia-we-wrzesz-ID4tB89.html"
"Gdańsk, Brzeźno",860000,62.2,13826.36655948553," 29 kwietnia 2025","Mieszkanie 3-pokojowe 62,20 m² przy plaży w Brzeźnie","https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-62-20-m-przy-plazy-w-brzeznie-ID4vaQr.html"
"Gdańsk, Śródmieście",749000,54.14,13834.503140007388," 08 kwietnia 2025","Mieszkanie 3-pok. w ścisłym centrum","https://www.otodom.pl/pl/oferta/mieszkanie-3-pok-w-scislym-centrum-ID4wRru.html"
"Gdańsk, Oliwa",970000,70.06,13845.275478161575," 09 kwietnia 2025","Mieszkanie 3-pokojowe Gdańsk Oliwa","https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-gdansk-oliwa-ID4wT9G.html"
"Gdańsk, Letnica",942000,68.0,13852.941176470587," 24 kwietnia 2025","Wyjątkowy Apartament 3 pokoje z Tarasem na Dachu","https://www.otodom.pl/pl/oferta/wyjatkowy-apartament-3-pokoje-z-tarasem-na-dachu-ID4tTaH.html"
"Gdańsk, Pieck",485000,35.0,13857.142857142857,"Migowo - 22 kwietnia 2025","2-pokoje Morena| 3 minuty pieszo tramwaj, autobus","https://www.otodom.pl/pl/oferta/2-pokoje-morena-3-minuty-pieszo-tramwaj-autobus-ID4wmB9.html"
"Gdańsk",459000,33.1,13867.069486404833," 23 kwietnia 2025","Przytulne mieszkanie 1 pok. z ogródkiem, miejscem postojowym i piwnicą","https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-1-pok-z-ogrodkiem-miejscem-postojowym-i-piwnica-ID4v4Jr.html"
"Gdańsk, Osowa",579000,41.7,13884.892086330934," Dzisiaj o 11:51","Mieszkanie 2pok. M2 42m2 + miejsce hala GDAŃSK OSOWA","https://www.olx.pl/d/oferta/mieszkanie-2pok-m2-42m2-miejsce-hala-gdansk-osowa-CID3-ID15DsxQ.html"
"Gdańsk, Wrzeszcz",639900,46.05,13895.765472312705," 11 kwietnia 2025","Mieszkanie 46,05M² We Wrzeszczu Dolnym","https://www.otodom.pl/pl/oferta/mieszkanie-46-05m-we-wrzeszczu-dolnym-ID4sMXT.html"
"Gdańsk, Letnica",854850,61.5,13900.0," 27 kwietnia 2025","3 pokoje | 2 balkony | widok na stadion i morze | Letnica!","https://www.otodom.pl/pl/oferta/3-pokoje-2-balkony-widok-na-stadion-i-morze-letnica-ID4v8ra.html"
"Gdańsk, Jasień",569250,40.95,13901.0989010989," 24 kwietnia 2025","2 Pokoje | Jasień | Blisko Pkm | Od Zaraz","https://www.otodom.pl/pl/oferta/2-pokoje-jasien-blisko-pkm-od-zaraz-ID4wzIa.html"
"Gdańsk, Jasień",829000,59.56,13918.737407656145," 30 kwietnia 2025","Mieszkanie 3 pokojowe Wiszące Ogrody","https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-wiszace-ogrody-ID4vc2V.html"
"Gdańsk, Orunia",700000,50.13,13963.694394574106," Św. Wojciech - Lipce - 29 kwietnia 2025","3 Pokojowe mieszkanie 50m2 z ogrodem 125m2 piwnicą i miejscem","https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-50m2-z-ogrodem-125m2-piwnica-i-miejscem-ID4vaIt.html"
"Gdańsk, Wyspa Sobieszewska",549000,39.31,13965.911981684048," 14 kwietnia 2025","Zainwestuj na Wyspie Sobieszewskiej A1/3","https://www.otodom.pl/pl/oferta/zainwestuj-na-wyspie-sobieszewskiej-a1-3-ID4rB5E.html"
"Gdańsk, Jasień",590000,42.24,13967.80303030303," 13 kwietnia 2025","Lawendowe Wzgórze / 2 pokoje / garaż","https://www.otodom.pl/pl/oferta/lawendowe-wzgorze-2-pokoje-garaz-ID4wVBx.html"
"Gdańsk",868869,62.2,13968.95498392283," 27 kwietnia 2025","NOWE, świeżo wykończone, niezamieszkane, 2 x hala!","https://www.otodom.pl/pl/oferta/nowe-swiezo-wykonczone-niezamieszkane-2-x-hala-ID4w5Fn.html"
"Gdańsk, Oliwa",965000,69.04,13977.404403244494," 30 kwietnia 2025","3 pokoje w Oliwie | Do własnej aranżacji | Spacerem do tramwaju","https://www.otodom.pl/pl/oferta/3-pokoje-w-oliwie-do-wlasnej-aranzacji-spacerem-do-tramwaju-ID4vbjW.html"
"Gdańsk, Jasień",715000,51.12,13986.697965571206," 06 marca 2025","3-pokojowe mieszkanie 51m2 z ogródkiem","https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-51m2-z-ogrodkiem-ID4u7gP.html"
"Gdańsk",532000,38.0,14000.0," 24 kwietnia 2025","Mieszkanie - Gdańsk Przymorze","https://www.otodom.pl/pl/oferta/mieszkanie-gdansk-przymorze-ID4wtrn.html"
"Gdańsk, Letnica",868000,62.0,14000.0," 19 kwietnia 2025","Przestronne mieszkanie z dwoma balkonami + projekt","https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-z-dwoma-balkonami-projekt-ID4w1hv.html"
"Gdańsk, Letnica",868000,62.0,14000.0," 05 kwietnia 2025","Nowoczesne 3-pokojowe | 2 balkony | Deweloperka","https://www.otodom.pl/pl/oferta/nowoczesne-3-pokojowe-2-balkony-deweloperka-ID4wO5v.html"
